_id,bin_id,sort_order,show_when_empty,retained,is_anonymously_matched,chat_end_time,anon_has_been_reported,anon_chat_has_been_rated,anon_chat_session_uuid,anon_friending_initiated
76,samlala2434_ygv@talk.kik.com,1654278695178,1,0,0,0,0,0,0,0
77,j_wright72_1a5@talk.kik.com,1654279174922,1,0,0,0,0,0,0,0
78,brutusbuckeye46_znt@talk.kik.com,1654279140088,1,0,0,0,0,0,0,0
79,ellamarie0101_at4@talk.kik.com,1654279111202,1,0,0,0,0,0,0,0
80,mistressfionaa_9kv@talk.kik.com,1654278076498,1,0,0,0,0,0,0,0
81,northernnutcase_bzu@talk.kik.com,1654278369442,1,0,0,0,0,0,0,0
82,chaoswolf0128_hxo@talk.kik.com,1654278129462,1,0,0,0,0,0,0,0
83,masterfrank666_paj@talk.kik.com,1654279376811,1,0,0,0,0,0,0,0
84,sixtysevencherryred_7ii@talk.kik.com,1654278527202,1,0,0,0,0,0,0,0
85,longhardride_96t@talk.kik.com,1654278047334,1,0,0,0,0,0,0,0
86,krr53_dkl@talk.kik.com,1654278450459,1,0,0,0,0,0,0,0
87,ricky55.._zsj@talk.kik.com,1654278663858,1,0,0,0,0,0,0,0
88,rhyno308_0j3@talk.kik.com,1654279078345,1,0,0,0,0,0,0,0
89,natnavhar_764@talk.kik.com,1654278561774,1,0,0,0,0,0,0,0
90,psychomantis1991_uic@talk.kik.com,1654278099738,1,0,0,0,0,0,0,0
91,kaosu.6070_so2@talk.kik.com,1654278954486,1,0,0,0,0,0,0,0
92,naturallyawkward1983_a39@talk.kik.com,1654278742698,1,0,0,0,0,0,0,0
93,tylerjarvs_zf7@talk.kik.com,1654278950142,1,0,0,0,0,0,0,0
94,kayfleck_7mw@talk.kik.com,1654278420202,1,0,0,0,0,0,0,0
95,cpags1228_ljj@talk.kik.com,1654278113790,1,0,0,0,0,0,0,0
96,nobilian3_qrn@talk.kik.com,1654277985758,1,0,0,0,0,0,0,0
97,navi_bot1047_vdk@talk.kik.com,1654278570479,1,0,0,0,0,0,0,0
98,strapon_toyboy1_arx@talk.kik.com,1654278516402,1,0,0,0,0,0,0,0
99,jerom398_bmi@talk.kik.com,1654278358630,1,0,0,0,0,0,0,0
100,thewave3129_3en@talk.kik.com,1654278099198,1,0,0,0,0,0,0,0
101,pokelover7272001_nuz@talk.kik.com,1654278525583,1,0,0,0,0,0,0,0
102,bronnistheman_23m@talk.kik.com,1654278089467,1,0,0,0,0,0,0,0
103,geeejeee_y88@talk.kik.com,1654278943122,1,0,0,0,0,0,0,0
104,dlbd872_ruq@talk.kik.com,1654278472082,1,0,0,0,0,0,0,0
105,rqmplays_km8@talk.kik.com,1654278646578,1,0,0,0,0,0,0,0
106,wishfulthinking06_k89@talk.kik.com,1654279025854,1,0,0,0,0,0,0,0
107,tired87_gb4@talk.kik.com,1654278390502,1,0,0,0,0,0,0,0
108,zigsmith97_5r5@talk.kik.com,1654278856694,1,0,0,0,0,0,0,0
109,yogiyan_qjm@talk.kik.com,1654278844274,1,0,0,0,0,0,0,0
110,johnday342_3r8@talk.kik.com,1654278378622,1,0,0,0,0,0,0,0
111,k.leah69_ac8@talk.kik.com,1654278460722,1,0,0,0,0,0,0,0
112,pacg0ld_qil@talk.kik.com,1654278779438,1,0,0,0,0,0,0,0
113,pennylane771_c6p@talk.kik.com,1654278232679,1,0,0,0,0,0,0,0
114,dalecooper79_9x8@talk.kik.com,1654278400222,1,0,0,0,0,0,0,0
115,pussylicker07148_un1@talk.kik.com,1654278642798,1,0,0,0,0,0,0,0
116,sp.curvycanuck_8b0@talk.kik.com,1654279096622,1,0,0,0,0,0,0,0
117,coheed.kilgannon_q0u@talk.kik.com,1654278172687,1,0,0,0,0,0,0,0
118,dokterrd_pj2@talk.kik.com,1654278674118,1,0,0,0,0,0,0,0
119,allup4it_ka9@talk.kik.com,1654278442890,1,0,0,0,0,0,0,0
120,bigmc123_gd8@talk.kik.com,1654278563394,1,0,0,0,0,0,0,0
121,estoniancook_fn1@talk.kik.com,1654278784838,1,0,0,0,0,0,0,0
122,ethanjames____g9f@talk.kik.com,1654278241334,1,0,0,0,0,0,0,0
123,mermaid.unicorn1311_b1j@talk.kik.com,1654279109042,1,0,0,0,0,0,0,0
124,whodisguy21_p9s@talk.kik.com,1654277999258,1,0,0,0,0,0,0,0
125,jayrealzbrodage_lhs@talk.kik.com,1654278596346,1,0,0,0,0,0,0,0
126,schwarz4713_bc8@talk.kik.com,1654278958266,1,0,0,0,0,0,0,0
127,ajax0121_rzu@talk.kik.com,1654278859394,1,0,0,0,0,0,0,0
128,liltgod04_lj3@talk.kik.com,1654278761070,1,0,0,0,0,0,0,0
129,sminkus38_k89@talk.kik.com,129,1,0,0,0,0,0,0,0
130,dirtydevilss_m4h@talk.kik.com,1654278412642,1,0,0,0,0,0,0,0
131,sweetlaroo92_8un@talk.kik.com,1654278327250,1,0,0,0,0,0,0,0
132,tedguy4_5xj@talk.kik.com,1654278763770,1,0,0,0,0,0,0,0
133,juicelong67677_gce@talk.kik.com,1654278347806,1,0,0,0,0,0,0,0
134,johnsimmons00_3qo@talk.kik.com,1654278382942,1,0,0,0,0,0,0,0
135,blablablacksheepbla_gln@talk.kik.com,1654278702738,1,0,0,0,0,0,0,0
136,esg32_ym2@talk.kik.com,1654278224563,1,0,0,0,0,0,0,0
137,cman7484_hzv@talk.kik.com,1654279693029,1,0,0,0,0,0,0,0
138,buddy2.00_pdi@talk.kik.com,1654278479654,1,0,0,0,0,0,0,0
139,thatlookstasty2016_d9u@talk.kik.com,1654279380446,1,0,0,0,0,0,0,0
140,omarkomeha_zoe@talk.kik.com,1654278605526,1,0,0,0,0,0,0,0
141,evanishi_1gc@talk.kik.com,1654278242954,1,0,0,0,0,0,0,0
142,bullsman23_l3g@talk.kik.com,1654279195013,1,0,0,0,0,0,0,0
143,alxxxx_ray@talk.kik.com,1654278235390,1,0,0,0,0,0,0,0
144,guapo1188_m6n@talk.kik.com,1654278221851,1,0,0,0,0,0,0,0
145,giorno84_sbo@talk.kik.com,145,1,0,0,0,0,0,0,0
146,flixflax20_rrs@talk.kik.com,1654278251054,1,0,0,0,0,0,0,0
147,dominantdad69_nrg@talk.kik.com,1654278173770,1,0,0,0,0,0,0,0
148,erqne_4p6@talk.kik.com,1654279117142,1,0,0,0,0,0,0,0
149,crzymexican_5hl@talk.kik.com,1654278607686,1,0,0,0,0,0,0,0
150,manni_the_man_wcq@talk.kik.com,1654278497498,1,0,0,0,0,0,0,0
151,northshoregeek_uh2@talk.kik.com,1654278599586,1,0,0,0,0,0,0,0
152,honryoldman_vze@talk.kik.com,1654278948522,1,0,0,0,0,0,0,0
153,mcmastertmcgee_pk9@talk.kik.com,1654278455978,1,0,0,0,0,0,0,0
154,csmithy729_fq7@talk.kik.com,1654278194628,1,0,0,0,0,0,0,0
155,trizzoh4411_apf@talk.kik.com,1654278376462,1,0,0,0,0,0,0,0
156,shhdnttell1520_piw@talk.kik.com,1654278797286,1,0,0,0,0,0,0,0
157,crackejack_8fs@talk.kik.com,1654278952866,1,0,0,0,0,0,0,0
158,bashbroncos_wu5@talk.kik.com,1654278929082,1,0,0,0,0,0,0,0
159,.hedera._nlm@talk.kik.com,1654278298082,1,0,0,0,0,0,0,0
160,flipsideoflife2020_lc2@talk.kik.com,1654279137662,1,0,0,0,0,0,0,0
161,baudi_moovan_wrt@talk.kik.com,1654279110662,1,0,0,0,0,0,0,0
162,slappy29_iew@talk.kik.com,1654278633620,1,0,0,0,0,0,0,0
163,athletic_s1_zpd@talk.kik.com,1654278703818,1,0,0,0,0,0,0,0
164,tommy0629f_30q@talk.kik.com,1654278787538,1,0,0,0,0,0,0,0
165,martin._.nz_79r@talk.kik.com,1654278505058,1,0,0,0,0,0,0,0
166,gwpete13_gsh@talk.kik.com,1654278495452,1,0,0,0,0,0,0,0
167,mojonix11_6b3@talk.kik.com,1654278502358,1,0,0,0,0,0,0,0
168,msuperman1_1nc@talk.kik.com,1654278487218,1,0,0,0,0,0,0,0
169,jack_x1995_hd5@talk.kik.com,1654278336990,1,0,0,0,0,0,0,0
170,big__jonny_f8u@talk.kik.com,1654279170059,1,0,0,0,0,0,0,0
171,cyn_lynn_xxb@talk.kik.com,1654279468561,1,0,0,0,0,0,0,0
172,my.name.here12222_o6c@talk.kik.com,1654279685068,1,0,0,0,0,0,0,0
173,hollyri39_80v@talk.kik.com,1654278313202,1,0,0,0,0,0,0,0
174,jordangixxer_o7o@talk.kik.com,1654278389962,1,0,0,0,0,0,0,0
175,mike_b775_c7y@talk.kik.com,1654278528822,1,0,0,0,0,0,0,0
176,jasontheking87_frw@talk.kik.com,1654278357012,1,0,0,0,0,0,0,0
177,twinkle.sprinkliesx_mm3@talk.kik.com,1654279138202,1,0,0,0,0,0,0,0
178,maze1771_c8b@talk.kik.com,1654278062998,1,0,0,0,0,0,0,0
179,slytherinheadgirl10_mc2@talk.kik.com,1654279130102,1,0,0,0,0,0,0,0
180,xx_midget_gem_xx_saw@talk.kik.com,180,1,0,0,0,0,0,0,0
181,oldman4ever_fai@talk.kik.com,1654279172222,1,0,0,0,0,0,0,0
182,zoom2themoon_lc7@talk.kik.com,1654278585946,1,0,0,0,0,0,0,0
183,emcee.dee_mzu@talk.kik.com,1654279094462,1,0,0,0,0,0,0,0
184,der_neette_n9i@talk.kik.com,1654278499118,1,0,0,0,0,0,0,0
185,curvyblondie9_p7z@talk.kik.com,1654278177339,1,0,0,0,0,0,0,0
186,sroads80_1ns@talk.kik.com,1654278744318,1,0,0,0,0,0,0,0
187,darkdevotion_p5d@talk.kik.com,1654278970714,1,0,0,0,0,0,0,0
188,ice_man221_wpo@talk.kik.com,1654278777818,1,0,0,0,0,0,0,0
189,nostringsbutfun_c0u@talk.kik.com,1654278955026,1,0,0,0,0,0,0,0
190,knelus78_e76@talk.kik.com,1654278442350,1,0,0,0,0,0,0,0
191,devonus_v7n@talk.kik.com,1654278202952,1,0,0,0,0,0,0,0
192,funx_x_qdd@talk.kik.com,1654278161338,1,0,0,0,0,0,0,0
193,gamergirl42030_sk6@talk.kik.com,1654278471002,1,0,0,0,0,0,0,0
194,xtravx1994_wda@talk.kik.com,1654278795126,1,0,0,0,0,0,0,0
195,lifepuncher666_jjn@talk.kik.com,1654278786458,1,0,0,0,0,0,0,0
196,lilshorty101787_o61@talk.kik.com,1654279134962,1,0,0,0,0,0,0,0
197,darthbane4856_4at@talk.kik.com,1654278550435,1,0,0,0,0,0,0,0
198,womn22_wdf@talk.kik.com,1654278782678,1,0,0,0,0,0,0,0
199,thisbethe_twin_kuf@talk.kik.com,1654278178098,1,0,0,0,0,0,0,0
200,christhefarmguy_q03@talk.kik.com,1654278897689,1,0,0,0,0,0,0,0
201,ryanandre300_344@talk.kik.com,1654278942582,1,0,0,0,0,0,0,0
202,rybear1988_q29@talk.kik.com,1654279122002,1,0,0,0,0,0,0,0
203,captbakfire_dzr@talk.kik.com,1654278175930,1,0,0,0,0,0,0,0
204,reallister_lft@talk.kik.com,1654279207120,1,0,0,0,0,0,0,0
205,cottencandehbby_dba@talk.kik.com,1654279161962,1,0,0,0,0,0,0,0
206,samthesamthesam_oom@talk.kik.com,1654278693558,1,0,0,0,0,0,0,0
207,switch9797_v2m@talk.kik.com,1654278341862,1,0,0,0,0,0,0,0
208,junior12bravo_7sa@talk.kik.com,1654278206190,1,0,0,0,0,0,0,0
209,lunasalterego_q57@talk.kik.com,1654279024774,1,0,0,0,0,0,0,0
210,latin89000_l1p@talk.kik.com,1654278465058,1,0,0,0,0,0,0,0
211,biggs332_bo7@talk.kik.com,1654278005738,1,0,0,0,0,0,0,0
212,the_fit_lawyer_e1q@talk.kik.com,1654278696573,1,0,0,0,0,0,0,0
213,extraone7_gp1@talk.kik.com,1654278619566,1,0,0,0,0,0,0,0
214,evenys.fastir_zgi@talk.kik.com,1654278320807,1,0,0,0,0,0,0,0
216,neocasino_yud@talk.kik.com,1654278571506,1,0,0,0,0,0,0,0
223,1100241969848_g@groups.kik.com,1654279364241,0,0,0,0,0,0,0,0
224,1100240879758_g@groups.kik.com,0,0,0,0,0,0,0,0,0
227,1100251400277_g@groups.kik.com,0,0,0,0,0,0,0,0,0
228,1100251382339_g@groups.kik.com,0,0,0,0,0,0,0,0,0
229,1100250259306_g@groups.kik.com,1654279363701,0,0,0,0,0,0,0,0
230,1100254346716_g@groups.kik.com,0,0,0,0,0,0,0,0,0
231,1100250109382_g@groups.kik.com,1654279366941,0,0,0,0,0,0,0,0
232,1100254134981_g@groups.kik.com,1654279367481,0,0,0,0,0,0,0,0
233,1100251204789_g@groups.kik.com,1654279365861,0,0,0,0,0,0,0,0
234,1100251379026_g@groups.kik.com,1654279369101,0,0,0,0,0,0,0,0
236,1100251960780_g@groups.kik.com,1654279833317,0,0,0,0,0,0,0,0
239,1100257531919_g@groups.kik.com,0,0,0,0,0,0,0,0,0
241,1100244648525_g@groups.kik.com,1654279364781,0,0,0,0,0,0,0,0
242,jdmtai_59x@talk.kik.com,1654278760530,0,0,0,0,0,0,0,0
243,dumaraherrera_o07@talk.kik.com,1654277955535,0,0,0,0,0,0,0,0
244,yvhiko_row@talk.kik.com,1654277956074,0,0,0,0,0,0,0,0
245,_deadlox227__oom@talk.kik.com,1654277956614,0,0,0,0,0,0,0,0
246,darksider20000_jpj@talk.kik.com,1654277957154,0,0,0,0,0,0,0,0
247,chritian117_agq@talk.kik.com,1654277957694,0,0,0,0,0,0,0,0
248,el_guapo_2099_y98@talk.kik.com,1654277958234,0,0,0,0,0,0,0,0
249,swaggy__safee_mwx@talk.kik.com,1654277958774,0,0,0,0,0,0,0,0
250,.d.e.a.t.h_wht@talk.kik.com,1654277959314,0,0,0,0,0,0,0,0
251,zellia101_9ou@talk.kik.com,1654277959854,0,0,0,0,0,0,0,0
252,devastationismysalva_ufa@talk.kik.com,1654277960394,0,0,0,0,0,0,0,0
253,apk.bot.swag._yie@talk.kik.com,1654277960934,0,0,0,0,0,0,0,0
254,mistiglo_mst@talk.kik.com,1654277961474,0,0,0,0,0,0,0,0
255,diemfdieee_jci@talk.kik.com,1654277962014,0,0,0,0,0,0,0,0
256,prettykiller__j31@talk.kik.com,1654277962554,0,0,0,0,0,0,0,0
257,the_wolves_insanity_9dh@talk.kik.com,1654277963094,0,0,0,0,0,0,0,0
258,hoshimielephant2_w0v@talk.kik.com,1654277963634,0,0,0,0,0,0,0,0
259,shadowwolfhunter_0tm@talk.kik.com,1654277964174,0,0,0,0,0,0,0,0
260,tugglewuggle_o2d@talk.kik.com,1654277964714,0,0,0,0,0,0,0,0
261,latina.world_zdv@talk.kik.com,1654277965254,0,0,0,0,0,0,0,0
262,demon9000_l2x@talk.kik.com,1654277965794,0,0,0,0,0,0,0,0
263,mypenkun_f8t@talk.kik.com,1654277966334,0,0,0,0,0,0,0,0
264,arielove0418_nui@talk.kik.com,1654277966874,0,0,0,0,0,0,0,0
265,pandicorn566_g08@talk.kik.com,1654277967414,0,0,0,0,0,0,0,0
266,xxnashidragneelxx_41m@talk.kik.com,1654277967954,0,0,0,0,0,0,0,0
267,__you_me_at_six___0ub@talk.kik.com,1654277968494,0,0,0,0,0,0,0,0
268,theunfazed_qup@talk.kik.com,1654277969034,0,0,0,0,0,0,0,0
269,angel.smith.net_sbs@talk.kik.com,1654277969574,0,0,0,0,0,0,0,0
270,cameron.n44_go9@talk.kik.com,1654278119191,0,0,0,0,0,0,0,0
271,helixous_mortem_570@talk.kik.com,1654277970114,0,0,0,0,0,0,0,0
272,_e__r__o__h__bpi@talk.kik.com,1654277970654,0,0,0,0,0,0,0,0
273,kianr000_5zp@talk.kik.com,1654277971194,0,0,0,0,0,0,0,0
274,i_dunno_why__3oa@talk.kik.com,1654277971734,0,0,0,0,0,0,0,0
275,littleprincess_17_0e4@talk.kik.com,1654277972274,0,0,0,0,0,0,0,0
276,_thefather__ymf@talk.kik.com,1654277972814,0,0,0,0,0,0,0,0
277,lily_walnohas_tjf@talk.kik.com,1654277973354,0,0,0,0,0,0,0,0
278,rae_summerrain_p34@talk.kik.com,1654277973894,0,0,0,0,0,0,0,0
279,meyremy_kdn@talk.kik.com,1654277974434,0,0,0,0,0,0,0,0
280,ig.sasori_p1h@talk.kik.com,1654277974974,0,0,0,0,0,0,0,0
281,lol.hi96_bd6@talk.kik.com,1654277975514,0,0,0,0,0,0,0,0
282,mommys.punkin_65u@talk.kik.com,1654277976054,0,0,0,0,0,0,0,0
283,nikkitty_120_t6o@talk.kik.com,1654277976594,0,0,0,0,0,0,0,0
284,zolo2010_bpi@talk.kik.com,1654277977134,0,0,0,0,0,0,0,0
285,sacred.the.nazi.wolf_ftr@talk.kik.com,1654277977674,0,0,0,0,0,0,0,0
286,devilshonor_uy5@talk.kik.com,1654277978214,0,0,0,0,0,0,0,0
287,pineapplehail_lso@talk.kik.com,1654277978754,0,0,0,0,0,0,0,0
288,jxxadmin_7dm@talk.kik.com,1654277979294,0,0,0,0,0,0,0,0
289,3397577_6ri@talk.kik.com,1654277979834,0,0,0,0,0,0,0,0
290,demigod.tay_2dv@talk.kik.com,1654277980374,0,0,0,0,0,0,0,0
291,firefoxy12363_qei@talk.kik.com,1654277980914,0,0,0,0,0,0,0,0
292,4blackveilbrides4_hjm@talk.kik.com,1654277981454,0,0,0,0,0,0,0,0
293,kingbomb_bomb_y23@talk.kik.com,1654277981994,0,0,0,0,0,0,0,0
294,kashimajomi_m4c@talk.kik.com,1654277982534,0,0,0,0,0,0,0,0
295,that1god__h7d@talk.kik.com,1654277983074,0,0,0,0,0,0,0,0
296,_erzasnow__fdm@talk.kik.com,1654277983614,0,0,0,0,0,0,0,0
297,chldorl_d3z@talk.kik.com,1654277984154,0,0,0,0,0,0,0,0
298,flawlessweird_k_ahg@talk.kik.com,1654277984694,0,0,0,0,0,0,0,0
299,simply_asm_wse@talk.kik.com,1654277985220,0,0,0,0,0,0,0,0
300,erikalianna_mux@talk.kik.com,1654277986298,0,0,0,0,0,0,0,0
301,_it.is.dylan__7nf@talk.kik.com,1654277986838,0,0,0,0,0,0,0,0
302,i.suffered_msv@talk.kik.com,1654277987378,0,0,0,0,0,0,0,0
303,camzzbowzz_rrf@talk.kik.com,1654277987918,0,0,0,0,0,0,0,0
304,blackkingjoe_4k8@talk.kik.com,1654277988458,0,0,0,0,0,0,0,0
305,pikagirl369_uuo@talk.kik.com,1654277988998,0,0,0,0,0,0,0,0
306,sydneylenn_9m3@talk.kik.com,1654277989538,0,0,0,0,0,0,0,0
307,otakujaykawaii_z84@talk.kik.com,1654277990078,0,0,0,0,0,0,0,0
308,anime_fan_1998_ifh@talk.kik.com,1654277990618,0,0,0,0,0,0,0,0
309,mercenary_ninja1_k6u@talk.kik.com,1654277991158,0,0,0,0,0,0,0,0
310,sakura1214_ncu@talk.kik.com,1654277991698,0,0,0,0,0,0,0,0
311,limitedboundary_gi5@talk.kik.com,1654277992238,0,0,0,0,0,0,0,0
312,unkindledash_dtu@talk.kik.com,1654277992778,0,0,0,0,0,0,0,0
313,crystal_fusions_yg4@talk.kik.com,1654277993318,0,0,0,0,0,0,0,0
314,drjamestcat_pxv@talk.kik.com,1654277993858,0,0,0,0,0,0,0,0
315,the_father__xn4@talk.kik.com,1654277994398,0,0,0,0,0,0,0,0
316,letibear17_z19@talk.kik.com,1654277994938,0,0,0,0,0,0,0,0
317,jjswaggmaster22_gpv@talk.kik.com,1654277995479,0,0,0,0,0,0,0,0
318,.femto._2jz@talk.kik.com,1654277996018,0,0,0,0,0,0,0,0
319,killuaxroyce_87p@talk.kik.com,1654277996558,0,0,0,0,0,0,0,0
320,codguy4334_l77@talk.kik.com,1654277997098,0,0,0,0,0,0,0,0
321,posidem_4tl@talk.kik.com,1654277997638,0,0,0,0,0,0,0,0
322,enanoboybeast22_8j5@talk.kik.com,1654277998178,0,0,0,0,0,0,0,0
323,brayanhdz10_epp@talk.kik.com,1654277998718,0,0,0,0,0,0,0,0
324,steerableone_l1c@talk.kik.com,1654277999798,0,0,0,0,0,0,0,0
325,rodeo_girl03_9fl@talk.kik.com,1654278000338,0,0,0,0,0,0,0,0
326,0nlymemauez_yn9@talk.kik.com,1654278000878,0,0,0,0,0,0,0,0
327,countrygirlspirit13_ifs@talk.kik.com,1654278001418,0,0,0,0,0,0,0,0
328,saborevolution_wl4@talk.kik.com,1654278001958,0,0,0,0,0,0,0,0
329,comicsabs_641@talk.kik.com,1654278002498,0,0,0,0,0,0,0,0
330,thepiemaker666_7da@talk.kik.com,1654278003038,0,0,0,0,0,0,0,0
331,desidon_python_r9w@talk.kik.com,1654278003578,0,0,0,0,0,0,0,0
332,ryugawagatekiwokurau_mon@talk.kik.com,1654278004118,0,0,0,0,0,0,0,0
333,kittiesareluv_xdt@talk.kik.com,1654278004658,0,0,0,0,0,0,0,0
334,allyfrost123_bd3@talk.kik.com,1654278005198,0,0,0,0,0,0,0,0
335,a_mayyy_ol3@talk.kik.com,1654278006819,0,0,0,0,0,0,0,0
336,xjamiexalex_t6o@talk.kik.com,1654278007359,0,0,0,0,0,0,0,0
337,sbadowdrew_l6d@talk.kik.com,1654278007898,0,0,0,0,0,0,0,0
338,meraqs_4bj@talk.kik.com,1654278008438,0,0,0,0,0,0,0,0
339,sao_lover12_ex9@talk.kik.com,1654278008978,0,0,0,0,0,0,0,0
340,kittyheroz_zjg@talk.kik.com,1654278009518,0,0,0,0,0,0,0,0
