_id,bin_id,sort_order,show_when_empty,retained,is_anonymously_matched,chat_end_time,anon_has_been_reported,anon_chat_has_been_rated,anon_chat_session_uuid,anon_friending_initiated
74,atlas.now_6ux@talk.kik.com,74,1,0,0,0,0,0,0,0
75,boobsette_c3b@talk.kik.com,75,1,0,0,0,0,0,0,0
76,jackyboy4579_47z@talk.kik.com,76,1,0,0,0,0,0,0,0
77,santsuka_ck4@talk.kik.com,77,1,0,0,0,0,0,0,0
78,madhatterswife98_i1d@talk.kik.com,78,1,0,0,0,0,0,0,0
79,furrygif_jtn@talk.kik.com,79,1,0,0,0,0,0,0,0
80,emmythethief_78n@talk.kik.com,80,1,0,0,0,0,0,0,0
81,bella3430_kue@talk.kik.com,81,1,0,0,0,0,0,0,0
82,balor_queen_9k1@talk.kik.com,82,1,0,0,0,0,0,0,0
83,tarkovusec_au1@talk.kik.com,83,1,0,0,0,0,0,0,0
84,cumdump7776_vr6@talk.kik.com,84,1,0,0,0,0,0,0,0
85,ashy9974_s7k@talk.kik.com,85,1,0,0,0,0,0,0,0
86,soundwave124_ojm@talk.kik.com,86,1,0,0,0,0,0,0,0
87,zharadasexybiatch_dr3@talk.kik.com,87,1,0,0,0,0,0,0,0
88,use_me_25_xh6@talk.kik.com,88,1,0,0,0,0,0,0,0
89,codexia_loveless_pj3@talk.kik.com,89,1,0,0,0,0,0,0,0
90,7249060100_a6y@talk.kik.com,90,1,0,0,0,0,0,0,0
91,hotdadzrp_n3v@talk.kik.com,91,1,0,0,0,0,0,0,0
92,playtoygirl_phh@talk.kik.com,92,1,0,0,0,0,0,0,0
93,stingraysam_865@talk.kik.com,93,1,0,0,0,0,0,0,0
94,fuzzylink_5hz@talk.kik.com,94,1,0,0,0,0,0,0,0
95,deathqueenx1_ov0@talk.kik.com,95,1,0,0,0,0,0,0,0
96,dcbro123_s1r@talk.kik.com,96,1,0,0,0,0,0,0,0
97,reingerman_wfn@talk.kik.com,97,1,0,0,0,0,0,0,0
98,thatblueacekid_97g@talk.kik.com,98,1,0,0,0,0,0,0,0
99,1100258038231_g@groups.kik.com,99,1,0,0,0,0,0,0,0
100,horsehungfuta_agj@talk.kik.com,100,1,0,0,0,0,0,0,0
101,umidontreallyknowbut_ltc@talk.kik.com,101,1,0,0,0,0,0,0,0
102,badassbeast80_xx3@talk.kik.com,102,1,0,0,0,0,0,0,0
103,1100258046526_g@groups.kik.com,103,1,0,0,0,0,0,0,0
104,nightblackdragon_j3s@talk.kik.com,104,1,0,0,0,0,0,0,0
105,watermelonbruhxd_yyh@talk.kik.com,105,1,0,0,0,0,0,0,0
106,1100246576763_g@groups.kik.com,106,1,0,0,0,0,0,0,0
107,hotthotslut_agd@talk.kik.com,107,1,0,0,0,0,0,0,0
108,prince_brainy_gol@talk.kik.com,108,1,0,0,0,0,0,0,0
109,meat_giver789_qxw@talk.kik.com,109,1,0,0,0,0,0,0,0
110,vegathesnowwolf_ulx@talk.kik.com,110,1,0,0,0,0,0,0,0
111,hansenforyou_hjr@talk.kik.com,111,1,0,0,0,0,0,0,0
112,1100257017511_g@groups.kik.com,112,1,0,0,0,0,0,0,0
113,yeahoh51_phj@talk.kik.com,113,1,0,0,0,0,0,0,0
114,anonymous12738_3ni@talk.kik.com,114,1,0,0,0,0,0,0,0
115,kd13148049_i38@talk.kik.com,115,1,0,0,0,0,0,0,0
116,darkfutu_jb9@talk.kik.com,116,1,0,0,0,0,0,0,0
117,sloppy.knot_ah3@talk.kik.com,117,1,0,0,0,0,0,0,0
118,supergothqueen_b88@talk.kik.com,118,1,0,0,0,0,0,0,0
119,bored.switch_svv@talk.kik.com,119,1,0,0,0,0,0,0,0
120,brooklynshaw14_ig4@talk.kik.com,120,1,0,0,0,0,0,0,0
121,wolf_demon_angel__lmj@talk.kik.com,121,1,0,0,0,0,0,0,0
122,littlemissfuta_t15@talk.kik.com,122,1,0,0,0,0,0,0,0
123,1100257594445_g@groups.kik.com,123,1,0,0,0,0,0,0,0
124,ilovvefurries86_dvp@talk.kik.com,124,1,0,0,0,0,0,0,0
125,1100255863335_g@groups.kik.com,125,1,0,0,0,0,0,0,0
126,1100257988823_g@groups.kik.com,126,1,0,0,0,0,0,0,0
127,cocobeannnnnnn_dpb@talk.kik.com,127,1,0,0,0,0,0,0,0
128,1100245729091_g@groups.kik.com,128,1,0,0,0,0,0,0,0
129,uhat1_kxc@talk.kik.com,129,1,0,0,0,0,0,0,0
130,joyceisherebb_6b9@talk.kik.com,130,1,0,0,0,0,0,0,0
131,justashadow34_zxb@talk.kik.com,131,1,0,0,0,0,0,0,0
132,1100257595701_g@groups.kik.com,132,1,0,0,0,0,0,0,0
133,1100257253392_g@groups.kik.com,133,1,0,0,0,0,0,0,0
134,1100257108563_g@groups.kik.com,134,1,0,0,0,0,0,0,0
135,1100256829680_g@groups.kik.com,135,1,0,0,0,0,0,0,0
136,1100255929404_g@groups.kik.com,136,1,0,0,0,0,0,0,0
137,1100254623732_g@groups.kik.com,137,1,0,0,0,0,0,0,0
138,1100211880141_g@groups.kik.com,138,1,0,0,0,0,0,0,0
139,1100255645796_g@groups.kik.com,139,1,0,0,0,0,0,0,0
140,1100257580576_g@groups.kik.com,140,1,0,0,0,0,0,0,0
141,jael101976_1tq@talk.kik.com,141,1,0,0,0,0,0,0,0
142,1100257295791_g@groups.kik.com,142,1,0,0,0,0,0,0,0
143,lilprincessbec_8yv@talk.kik.com,143,1,0,0,0,0,0,0,0
144,amandaforeveralone1_yn2@talk.kik.com,144,1,0,0,0,0,0,0,0
145,1100256096563_g@groups.kik.com,145,1,0,0,0,0,0,0,0
146,1100231678275_g@groups.kik.com,146,1,0,0,0,0,0,0,0
147,1100235472896_g@groups.kik.com,147,1,0,0,0,0,0,0,0
148,1100250160535_g@groups.kik.com,148,1,0,0,0,0,0,0,0
149,1100256890730_g@groups.kik.com,149,1,0,0,0,0,0,0,0
150,ikumimito23_sz2@talk.kik.com,150,1,0,0,0,0,0,0,0
151,1100256945333_g@groups.kik.com,151,1,0,0,0,0,0,0,0
152,sexyguykitty_x55@talk.kik.com,152,1,0,0,0,0,0,0,0
153,xpokehx_l39@talk.kik.com,153,1,0,0,0,0,0,0,0
154,bluoblood_7yw@talk.kik.com,154,1,0,0,0,0,0,0,0
155,pizzarocks1385_ez6@talk.kik.com,155,1,0,0,0,0,0,0,0
156,dragona30044_ket@talk.kik.com,156,1,0,0,0,0,0,0,0
157,stephaniestrange_cl1@talk.kik.com,157,1,0,0,0,0,0,0,0
158,demonlord1017_w50@talk.kik.com,158,1,0,0,0,0,0,0,0
159,retrac.charlie_fq2@talk.kik.com,159,1,0,0,0,0,0,0,0
160,1100249653636_g@groups.kik.com,160,1,0,0,0,0,0,0,0
161,1100256997106_g@groups.kik.com,161,1,0,0,0,0,0,0,0
162,justremco01_1r8@talk.kik.com,162,1,0,0,0,0,0,0,0
163,violet0690_om2@talk.kik.com,163,1,0,0,0,0,0,0,0
164,1100256221399_g@groups.kik.com,164,1,0,0,0,0,0,0,0
165,stephaniestrangeback_tpy@talk.kik.com,165,1,0,0,0,0,0,0,0
166,lady.crimson._x8k@talk.kik.com,166,1,0,0,0,0,0,0,0
167,1100257176746_g@groups.kik.com,167,1,0,0,0,0,0,0,0
168,1100256950688_g@groups.kik.com,168,1,0,0,0,0,0,0,0
169,1100256112865_g@groups.kik.com,169,1,0,0,0,0,0,0,0
170,1100256833239_g@groups.kik.com,170,1,0,0,0,0,0,0,0
171,1100256172533_g@groups.kik.com,171,1,0,0,0,0,0,0,0
172,1100246379966_g@groups.kik.com,172,1,0,0,0,0,0,0,0
173,victory_angel_xsz@talk.kik.com,173,1,0,0,0,0,0,0,0
174,tridentshadowheart_p7z@talk.kik.com,174,1,0,0,0,0,0,0,0
175,xx_dolly_doll_xx_pnp@talk.kik.com,175,1,0,0,0,0,0,0,0
176,achlys.agrave_lm7@talk.kik.com,176,1,0,0,0,0,0,0,0
177,1100253411168_g@groups.kik.com,177,1,0,0,0,0,0,0,0
178,1100256890337_g@groups.kik.com,178,1,0,0,0,0,0,0,0
179,1100237326309_g@groups.kik.com,179,1,0,0,0,0,0,0,0
180,joeet890_5mg@talk.kik.com,180,1,0,0,0,0,0,0,0
181,1100256089338_g@groups.kik.com,181,1,0,0,0,0,0,0,0
182,1100257207988_g@groups.kik.com,182,1,0,0,0,0,0,0,0
183,1100257237190_g@groups.kik.com,183,1,0,0,0,0,0,0,0
184,sakurathecummy_l8u@talk.kik.com,184,1,0,0,0,0,0,0,0
185,1100257101462_g@groups.kik.com,185,1,0,0,0,0,0,0,0
186,1100254473759_g@groups.kik.com,186,1,0,0,0,0,0,0,0
187,1100255961827_g@groups.kik.com,187,1,0,0,0,0,0,0,0
188,1100257186848_g@groups.kik.com,188,1,0,0,0,0,0,0,0
189,1100248390993_g@groups.kik.com,189,1,0,0,0,0,0,0,0
190,1100246737819_g@groups.kik.com,190,1,0,0,0,0,0,0,0
191,1100257147241_g@groups.kik.com,191,1,0,0,0,0,0,0,0
192,1100251655010_g@groups.kik.com,192,1,0,0,0,0,0,0,0
193,1100248129793_g@groups.kik.com,193,1,0,0,0,0,0,0,0
194,1100251475961_g@groups.kik.com,194,1,0,0,0,0,0,0,0
195,bimboponyprostitute_dxo@talk.kik.com,195,1,0,0,0,0,0,0,0
196,1100230182274_g@groups.kik.com,196,1,0,0,0,0,0,0,0
197,1100255887332_g@groups.kik.com,197,1,0,0,0,0,0,0,0
198,1100253382246_g@groups.kik.com,198,1,0,0,0,0,0,0,0
199,1100249138810_g@groups.kik.com,199,1,0,0,0,0,0,0,0
200,1100255864208_g@groups.kik.com,200,1,0,0,0,0,0,0,0
201,1100245753542_g@groups.kik.com,201,1,0,0,0,0,0,0,0
202,1100253470165_g@groups.kik.com,202,1,0,0,0,0,0,0,0
203,1100256230654_g@groups.kik.com,203,1,0,0,0,0,0,0,0
204,1100252418739_g@groups.kik.com,204,1,0,0,0,0,0,0,0
205,1100253728683_g@groups.kik.com,205,1,0,0,0,0,0,0,0
206,1100257051567_g@groups.kik.com,206,1,0,0,0,0,0,0,0
207,1100257756856_g@groups.kik.com,1657589342213,1,0,0,0,0,0,0,0
208,1100231229951_g@groups.kik.com,208,1,0,0,0,0,0,0,0
209,jiro_sloth_kzb@talk.kik.com,209,1,0,0,0,0,0,0,0
210,crystalsmith124_aq1@talk.kik.com,210,1,0,0,0,0,0,0,0
211,1100236802394_g@groups.kik.com,211,1,0,0,0,0,0,0,0
212,1100249476335_g@groups.kik.com,212,1,0,0,0,0,0,0,0
213,1100256856696_g@groups.kik.com,213,1,0,0,0,0,0,0,0
214,1100256991519_g@groups.kik.com,214,1,0,0,0,0,0,0,0
215,roclin_nnu@talk.kik.com,215,1,0,0,0,0,0,0,0
216,anime966_m3c@talk.kik.com,216,1,0,0,0,0,0,0,0
217,1100255370498_g@groups.kik.com,1657589344125,1,0,0,0,0,0,0,0
218,1100253537804_g@groups.kik.com,1657589360036,1,0,0,0,0,0,0,0
219,1100257532251_g@groups.kik.com,1657589349162,1,0,0,0,0,0,0,0
220,1100257891171_g@groups.kik.com,220,1,0,0,0,0,0,0,0
221,1100254987904_g@groups.kik.com,0,0,0,0,0,0,0,0,0
222,1100255230572_g@groups.kik.com,0,0,0,0,0,0,0,0,0
223,1100255231478_g@groups.kik.com,0,0,0,0,0,0,0,0,0
224,1100254991574_g@groups.kik.com,0,0,0,0,0,0,0,0,0
225,1100255348578_g@groups.kik.com,0,0,0,0,0,0,0,0,0
226,1100255331466_g@groups.kik.com,0,0,0,0,0,0,0,0,0
227,1100255386071_g@groups.kik.com,0,0,0,0,0,0,0,0,0
228,1100254937880_g@groups.kik.com,0,0,0,0,0,0,0,0,0
229,1100255368064_g@groups.kik.com,0,0,0,0,0,0,0,0,0
230,1100255686502_g@groups.kik.com,0,0,0,0,0,0,0,0,0
231,1100255906051_g@groups.kik.com,0,0,0,0,0,0,0,0,0
232,1100255771391_g@groups.kik.com,0,0,0,0,0,0,0,0,0
233,1100255969061_g@groups.kik.com,0,0,0,0,0,0,0,0,0
234,1100255955141_g@groups.kik.com,0,0,0,0,0,0,0,0,0
235,1100256119557_g@groups.kik.com,0,0,0,0,0,0,0,0,0
236,1100255969658_g@groups.kik.com,0,0,0,0,0,0,0,0,0
237,1100255644121_g@groups.kik.com,0,0,0,0,0,0,0,0,0
238,1100255958958_g@groups.kik.com,0,0,0,0,0,0,0,0,0
239,1100257048526_g@groups.kik.com,0,0,0,0,0,0,0,0,0
240,1100257071514_g@groups.kik.com,0,0,0,0,0,0,0,0,0
241,1100256934102_g@groups.kik.com,0,0,0,0,0,0,0,0,0
242,1100257015992_g@groups.kik.com,0,0,0,0,0,0,0,0,0
243,1100256940880_g@groups.kik.com,0,0,0,0,0,0,0,0,0
244,1100257266522_g@groups.kik.com,0,0,0,0,0,0,0,0,0
245,1100257280233_g@groups.kik.com,0,0,0,0,0,0,0,0,0
246,1100256871019_g@groups.kik.com,0,0,0,0,0,0,0,0,0
247,1100257451072_g@groups.kik.com,0,0,0,0,0,0,0,0,0
248,1100257506109_g@groups.kik.com,0,0,0,0,0,0,0,0,0
249,1100255639040_g@groups.kik.com,0,0,0,0,0,0,0,0,0
250,1100257257780_g@groups.kik.com,0,0,0,0,0,0,0,0,0
251,1100256588712_g@groups.kik.com,0,0,0,0,0,0,0,0,0
252,1100257607626_g@groups.kik.com,0,0,0,0,0,0,0,0,0
253,1100256923068_g@groups.kik.com,0,0,0,0,0,0,0,0,0
254,1100257642783_g@groups.kik.com,0,0,0,0,0,0,0,0,0
255,1100257834031_g@groups.kik.com,0,0,0,0,0,0,0,0,0
256,1100257122393_g@groups.kik.com,0,0,0,0,0,0,0,0,0
257,1100257882342_g@groups.kik.com,0,0,0,0,0,0,0,0,0
258,1100257891508_g@groups.kik.com,0,0,0,0,0,0,0,0,0
259,1100257882354_g@groups.kik.com,0,0,0,0,0,0,0,0,0
260,1100257993696_g@groups.kik.com,0,0,0,0,0,0,0,0,0
261,1100257999272_g@groups.kik.com,0,0,0,0,0,0,0,0,0
262,1100257285115_g@groups.kik.com,0,0,0,0,0,0,0,0,0
