_id,group_id,member_jid,is_admin,is_banned,permission_level,is_dm_disabled
83,1100254623732_g@groups.kik.com,7adnkdn3ufsi7orcaurk5f7zqj4txo4mhiv6kyrts6dazebvxknq_a@talk.kik.com,,0,SUPER_ADMIN,0
84,1100254623732_g@groups.kik.com,agi4aduupmm2nb4zg35l7hedb4sxh7zqr4nui3qgxvth7nhvkg7a_a@talk.kik.com,,0,BASIC,0
85,1100254623732_g@groups.kik.com,ms7rcni5xf44etj4hd6ehocgehzz77jbopa4klq2cs5wztgjhmqq_a@talk.kik.com,,0,REGULAR_ADMIN,0
86,1100254623732_g@groups.kik.com,pe5ah234g4stseraoz36rshokoyd6aiyoahcuyck2r4bcksge77q_a@talk.kik.com,,0,BASIC,0
87,1100254623732_g@groups.kik.com,rug5tbyf3gdp62kzmrvbqcgqx53aj23dvrtnax6hsw7k5d4r4t5a_a@talk.kik.com,,0,BASIC,0
88,1100254623732_g@groups.kik.com,xevx55iccjhul5tfn4a3mlofcjffng4wzwfc4kldvweaf7ljnldq_a@talk.kik.com,,0,BASIC,0
89,1100257048526_g@groups.kik.com,lol1180_v3f@talk.kik.com,,0,BASIC,0
90,1100257048526_g@groups.kik.com,violet0690_om2@talk.kik.com,,0,BASIC,0
113,1100257071514_g@groups.kik.com,treatmenicely11_rdv@talk.kik.com,,0,BASIC,0
114,1100257176746_g@groups.kik.com,slaceintime_2tr@talk.kik.com,,0,BASIC,0
115,1100257176746_g@groups.kik.com,treatmenicely11_rdv@talk.kik.com,,0,SUPER_ADMIN,0
116,1100256934102_g@groups.kik.com,0020axel_tq8@talk.kik.com,,0,REGULAR_ADMIN,0
117,1100256934102_g@groups.kik.com,cherrytreesandroses_4i3@talk.kik.com,,0,BASIC,0
118,1100256934102_g@groups.kik.com,dickdemon_02_ovo@talk.kik.com,,0,SUPER_ADMIN,0
119,1100256934102_g@groups.kik.com,little_one3126_6mp@talk.kik.com,,0,REGULAR_ADMIN,0
120,1100256934102_g@groups.kik.com,project_rage136_9te@talk.kik.com,,0,REGULAR_ADMIN,0
121,1100256934102_g@groups.kik.com,sora_the_kitsune_69_9rd@talk.kik.com,,0,REGULAR_ADMIN,0
122,1100257015992_g@groups.kik.com,glassesme9889_u5v@talk.kik.com,,0,SUPER_ADMIN,0
123,1100257015992_g@groups.kik.com,loona1488_riu@talk.kik.com,,0,BASIC,0
124,1100256940880_g@groups.kik.com,dragon_slayer_flame_cku@talk.kik.com,,0,BASIC,0
125,1100256940880_g@groups.kik.com,project_rage160_4fx@talk.kik.com,,0,BASIC,0
126,1100256940880_g@groups.kik.com,strangealt_noc@talk.kik.com,,0,BASIC,0
127,1100256940880_g@groups.kik.com,thepdude_50k@talk.kik.com,,0,BASIC,0
128,1100257266522_g@groups.kik.com,lfsofgbbzoqy5rdanzlshhtjle4d23p2lzmehzku2ijnbgw5xgla_a@talk.kik.com,,0,SUPER_ADMIN,0
129,1100257266522_g@groups.kik.com,u4pn2h2mwkar7qusaan7zczeps6ibproqps5cxj43ulxawsxh7pq_a@talk.kik.com,,0,BASIC,0
130,1100257280233_g@groups.kik.com,king_lesdian_skn@talk.kik.com,,0,SUPER_ADMIN,0
131,1100257280233_g@groups.kik.com,lady.crimson._x8k@talk.kik.com,,0,BASIC,0
132,1100256871019_g@groups.kik.com,kmoias_chh@talk.kik.com,,0,BASIC,0
133,1100256871019_g@groups.kik.com,lugiatimeskip_dhq@talk.kik.com,,0,REGULAR_ADMIN,0
134,1100256871019_g@groups.kik.com,project_rage160_4fx@talk.kik.com,,0,REGULAR_ADMIN,0
175,1100257108563_g@groups.kik.com,fluttershysbf_g1r@talk.kik.com,,0,SUPER_ADMIN,0
176,1100257108563_g@groups.kik.com,johamet1_adf@talk.kik.com,,0,BASIC,0
177,1100257108563_g@groups.kik.com,navi_bot60_8it@talk.kik.com,,0,BASIC,0
178,1100257108563_g@groups.kik.com,omegaprincess04_fhl@talk.kik.com,,0,REGULAR_ADMIN,0
179,1100257108563_g@groups.kik.com,spaceboi1234_36b@talk.kik.com,,0,BASIC,0
180,1100211880141_g@groups.kik.com,daemon_vandark_sji@talk.kik.com,,0,BASIC,0
181,1100211880141_g@groups.kik.com,ghostqueen01_wjw@talk.kik.com,,0,BASIC,0
182,1100211880141_g@groups.kik.com,jayjay8328_dr7@talk.kik.com,,0,SUPER_ADMIN,0
183,1100211880141_g@groups.kik.com,jellybean.83_wzh@talk.kik.com,,0,BASIC,0
184,1100211880141_g@groups.kik.com,mysticalrainbow_bz1@talk.kik.com,,0,BASIC,0
185,1100211880141_g@groups.kik.com,smileingdemon_doa@talk.kik.com,,0,BASIC,0
186,1100211880141_g@groups.kik.com,stephanie.is.ariana_ffi@talk.kik.com,,0,REGULAR_ADMIN,0
187,1100211880141_g@groups.kik.com,wolfh3llraiser_n84@talk.kik.com,,0,BASIC,0
188,1100257451072_g@groups.kik.com,pumpkinspiceuwu_m4r@talk.kik.com,,0,BASIC,0
189,1100257451072_g@groups.kik.com,thepdude_50k@talk.kik.com,,0,BASIC,0
190,1100257506109_g@groups.kik.com,demonlord1017_w50@talk.kik.com,,0,SUPER_ADMIN,0
191,1100255929404_g@groups.kik.com,4t5nv4ziq74ymjt6aikoeikdwmpvsbmgzpyj5ewvoi3n72z5hpta_a@talk.kik.com,,0,REGULAR_ADMIN,0
192,1100255929404_g@groups.kik.com,6u67sb7tb6qfkgef73jyvrznge6eun5x7dcqyykql4jsptyclzjq_a@talk.kik.com,,0,REGULAR_ADMIN,0
193,1100255929404_g@groups.kik.com,7sciptaz5tw5fjv274xejlz5rmz2r2332iu777k623x277ozyqpq_a@talk.kik.com,,0,BASIC,0
194,1100255929404_g@groups.kik.com,igfhvtc5dcbolx3sq7bk4jp2qxaebfzbbz6xi445hmlgguzx3t5a_a@talk.kik.com,,0,REGULAR_ADMIN,0
195,1100255929404_g@groups.kik.com,jgzzfmkg2grs3fh6r34dqeaedhqx2fwtw65xzlssky3jg6ynemda_a@talk.kik.com,,0,REGULAR_ADMIN,0
196,1100255929404_g@groups.kik.com,lk3fwv2y6cnb6cxfqwjv6ez6zcxuaqcrehxbixf7ej2kxhkox3oa_a@talk.kik.com,,0,REGULAR_ADMIN,0
197,1100255929404_g@groups.kik.com,odn63hxlsak4l2abwcd2ivhbqpzesoz5lwvidj4whb55ytcd4uqq_a@talk.kik.com,,0,BASIC,0
198,1100255929404_g@groups.kik.com,rmlkom37tybm35xg3ckh3rqymyqx3n6tj7se74khppm5pmg3t3bq_a@talk.kik.com,,0,BASIC,0
199,1100255929404_g@groups.kik.com,wtirkhttxd4l7w2odxeiy5tynz2qms77egmaqntkvqogfzhtmj4a_a@talk.kik.com,,0,SUPER_ADMIN,0
200,1100255929404_g@groups.kik.com,z6mzhciple6nfoh3lyvt6oui3ledsamrasutb6iket2qgl6d5ava_a@talk.kik.com,,0,REGULAR_ADMIN,1
201,1100255929404_g@groups.kik.com,yuormj5wvzpanxnnniydenmbsawlzanp36jchorhdktqofjmjula_a@talk.kik.com,,1,BASIC,
202,1100255929404_g@groups.kik.com,us2dutt72kvl2hg2ta54or5w34tif2ysqp6yz5ivx3n64siebq5a_a@talk.kik.com,,1,BASIC,
203,1100255929404_g@groups.kik.com,7pazkahqjhauab6vtkbrvd5bif2z24mlysiipgtkr6oywho2xnna_a@talk.kik.com,,1,BASIC,
204,1100255929404_g@groups.kik.com,i3voyon7kvzojyhqttfblu3xgbselz7b6wgv2xw76vjma7ue3u5a_a@talk.kik.com,,1,BASIC,
205,1100255929404_g@groups.kik.com,zoh35zxfyr7yasr3bopsrtejgaxizti74w524gbgtg6w4cyh7ixa_a@talk.kik.com,,1,BASIC,
206,1100255929404_g@groups.kik.com,jql4kdnhwzwxbk6kv5wh5qjrgzr2ldzlimsy6bfhzooj42k3xl3q_a@talk.kik.com,,1,BASIC,
207,1100255929404_g@groups.kik.com,os3besqvmv3bxpuwcakztt75d4bkgpurgxppwnrgpo2ynctl6scq_a@talk.kik.com,,1,BASIC,
208,1100255639040_g@groups.kik.com,baydinas_o7u@talk.kik.com,,0,BASIC,0
209,1100255639040_g@groups.kik.com,john_ortiz1455_eqf@talk.kik.com,,0,BASIC,0
210,1100255639040_g@groups.kik.com,shadows.flame_vrp@talk.kik.com,,0,BASIC,0
211,1100255639040_g@groups.kik.com,tazrules27_r28@talk.kik.com,,0,BASIC,0
212,1100255639040_g@groups.kik.com,thepdude_50k@talk.kik.com,,0,SUPER_ADMIN,0
213,1100257253392_g@groups.kik.com,jael101976_1tq@talk.kik.com,,0,BASIC,0
214,1100257253392_g@groups.kik.com,weedkitttten_skd@talk.kik.com,,0,BASIC,0
228,1100257595701_g@groups.kik.com,hotdadzrp_n3v@talk.kik.com,,0,BASIC,0
229,1100257595701_g@groups.kik.com,lady.crimson._x8k@talk.kik.com,,0,BASIC,0
230,1100257257780_g@groups.kik.com,littleliliaerp_ygr@talk.kik.com,,0,BASIC,0
231,1100257607626_g@groups.kik.com,achlys.agrave_lm7@talk.kik.com,,0,BASIC,0
232,1100257607626_g@groups.kik.com,silverspirit36_gxx@talk.kik.com,,0,BASIC,0
233,1100256089338_g@groups.kik.com,crystalsmith124_aq1@talk.kik.com,,0,BASIC,0
234,1100256089338_g@groups.kik.com,elenavale92_f07@talk.kik.com,,0,BASIC,0
235,1100256089338_g@groups.kik.com,haydenguardian_0wr@talk.kik.com,,0,BASIC,0
236,1100256089338_g@groups.kik.com,horsehungfuta_agj@talk.kik.com,,0,BASIC,0
237,1100256089338_g@groups.kik.com,ikumimito23_sz2@talk.kik.com,,0,SUPER_ADMIN,0
238,1100256089338_g@groups.kik.com,joeet890_5mg@talk.kik.com,,0,BASIC,0
239,1100256089338_g@groups.kik.com,oranami801_v2a@talk.kik.com,,0,BASIC,0
240,1100256923068_g@groups.kik.com,ikumimito23_sz2@talk.kik.com,,0,REGULAR_ADMIN,0
267,1100257642783_g@groups.kik.com,dyuzuha_nj9@talk.kik.com,,0,SUPER_ADMIN,0
268,1100256096563_g@groups.kik.com,emistalei_ud2@talk.kik.com,,0,SUPER_ADMIN,0
269,1100256096563_g@groups.kik.com,keyithenekowolf_3jv@talk.kik.com,,0,BASIC,0
270,1100256096563_g@groups.kik.com,mikeylane101_i12@talk.kik.com,,0,BASIC,0
271,1100256096563_g@groups.kik.com,project_rage288_xhn@talk.kik.com,,0,BASIC,0
272,1100256096563_g@groups.kik.com,sam...who_4v3@talk.kik.com,,0,BASIC,0
273,1100256096563_g@groups.kik.com,stratagos00_pvf@talk.kik.com,,0,BASIC,0
274,1100256096563_g@groups.kik.com,themorriganraven_g00@talk.kik.com,,0,BASIC,0
275,1100257834031_g@groups.kik.com,fluttershysbf_g1r@talk.kik.com,,0,BASIC,0
276,1100257834031_g@groups.kik.com,omegaprincess04_fhl@talk.kik.com,,0,BASIC,0
277,1100256221399_g@groups.kik.com,2kdfwopjfqgfafp2fxiewermrpcmsrmldqvahsjebxjzyizg4i5a_a@talk.kik.com,,0,BASIC,0
278,1100256221399_g@groups.kik.com,2rcjzmgeisn667rpsqrqv3hpw7qpjl3nx3yqkwwhfpmo66ntbniq_a@talk.kik.com,,0,BASIC,0
279,1100256221399_g@groups.kik.com,4g7nvxfu7bb2pmaccd4sqshmv6zql2suar4ny3szno2k54jgfbzq_a@talk.kik.com,,0,BASIC,0
280,1100256221399_g@groups.kik.com,557bpwxb4vetvwnarxgfxrc23fmyjsvlvdcxsaoikuijfrh2pega_a@talk.kik.com,,0,REGULAR_ADMIN,0
281,1100256221399_g@groups.kik.com,eka64amaryrnkw5dx4hjykx4gzzpisl6b3vrqucwzf5plgzi7i4a_a@talk.kik.com,,0,BASIC,0
282,1100256221399_g@groups.kik.com,evbgg323qs2gcd6nzra6yoh4vtdlxmfnj7jnfhzvchfdwf2nerrq_a@talk.kik.com,,0,BASIC,0
283,1100256221399_g@groups.kik.com,iqzzkkq3nzxoltfes2roeoltgdonaxuvigowbzhfnocntsrgy4sq_a@talk.kik.com,,0,BASIC,0
284,1100256221399_g@groups.kik.com,jpbej4lpghwxucoxdp2u3zttjqqf5jmpbotujiy254hkxmj4l6yq_a@talk.kik.com,,0,BASIC,0
285,1100256221399_g@groups.kik.com,l4rk72m63dq4lxlgjhdthj3lgru75m4iiwrfh5wzpm2ykqo6idvq_a@talk.kik.com,,0,SUPER_ADMIN,0
286,1100256221399_g@groups.kik.com,ok334jzyk27kumyc6cecrdqkfotirkefzie2il6kdpbcqsyi7yfa_a@talk.kik.com,,0,BASIC,0
287,1100256221399_g@groups.kik.com,pjdb74j5rx4gf34x3qbm6hqqnju7e7r7pqh7p2pc3psl2gto344q_a@talk.kik.com,,0,BASIC,0
288,1100256221399_g@groups.kik.com,qqg7cqfn7bozwlqazemzmiml5bfj2gtpabw6rjl3jeexapaaw64q_a@talk.kik.com,,0,REGULAR_ADMIN,0
289,1100256221399_g@groups.kik.com,srj6l5m3rxadyjmvupw5jqjbb5cftfcyyjdmeiqjsrbexfglkb2q_a@talk.kik.com,,0,BASIC,0
290,1100256221399_g@groups.kik.com,vtm5a22rcphow2tn7uzirmwu7djsgowrwyncyott57shwapxwcaq_a@talk.kik.com,,0,BASIC,0
291,1100256221399_g@groups.kik.com,xj4ce2h4xeln4fgmvh2b3hcycexxe5relywpof346pyg6c5hwilq_a@talk.kik.com,,0,BASIC,0
292,1100257122393_g@groups.kik.com,daemon_vandark_sji@talk.kik.com,,0,BASIC,0
499,1100257594445_g@groups.kik.com,achlys.agrave_lm7@talk.kik.com,,0,BASIC,0
500,1100257594445_g@groups.kik.com,daemon_vandark_sji@talk.kik.com,,0,BASIC,0
501,1100257594445_g@groups.kik.com,ikumimito23_sz2@talk.kik.com,,0,BASIC,0
502,1100257594445_g@groups.kik.com,jayjay8328_dr7@talk.kik.com,,0,BASIC,0
503,1100255645796_g@groups.kik.com,24jbbnrl3rk5id4powaseao4cwhbodtpsxhybjg2awsm2vbxliyq_a@talk.kik.com,,0,BASIC,0
504,1100255645796_g@groups.kik.com,3fuf7ambh6rb2lvvzk57a37boc3myoxqralefkr4jjtqcjocw7ba_a@talk.kik.com,,0,BASIC,0
505,1100255645796_g@groups.kik.com,3fxe2tib7u2775trllacn2rf4skalogcqtrj4e2c3y4sjth3oina_a@talk.kik.com,,0,BASIC,0
506,1100255645796_g@groups.kik.com,4safhudhe25ieb2aaobaqy3s5h5skdrh6mlkkkg4pea6c4zfk7ka_a@talk.kik.com,,0,BASIC,0
507,1100255645796_g@groups.kik.com,5ux5t6unza5mp7zx5ppn5ssrexqghx52qgqyt4xfqa4e33ho7w2q_a@talk.kik.com,,0,REGULAR_ADMIN,0
508,1100255645796_g@groups.kik.com,73jovm7ohnhaatndnqeqaw3sq2mddmtt7vowqgovnduxasewnsta_a@talk.kik.com,,0,REGULAR_ADMIN,0
509,1100255645796_g@groups.kik.com,bzsamikacpxzx4jriwgjvpih3wiguy3tcfohgvhj6t7dfkuml6mq_a@talk.kik.com,,0,SUPER_ADMIN,0
510,1100255645796_g@groups.kik.com,dpzul3gbjqr4aylmlotcpc2pomud75zoj2xqz3d6pddrfkvxtmwa_a@talk.kik.com,,0,BASIC,0
511,1100255645796_g@groups.kik.com,emiyj2xov3eisbigcz2vd5qlqf4za7xtgcyqbtleygbww53krkca_a@talk.kik.com,,0,BASIC,0
512,1100255645796_g@groups.kik.com,hcx65u5ge5akmzyui54wgmkhcw52moegjgic4co5ulxplgfk7n4q_a@talk.kik.com,,0,BASIC,0
513,1100255645796_g@groups.kik.com,jvos7pppq65w73hshtvz4lqoc3cwt45np452vreqjwmpeiojwf4a_a@talk.kik.com,,0,REGULAR_ADMIN,0
514,1100255645796_g@groups.kik.com,k3sksupjebnfw2zrhkomsqkgwo264hhyhm66pcbtgubva4gtn5qq_a@talk.kik.com,,0,BASIC,0
515,1100255645796_g@groups.kik.com,l46g72nby2rnivwdn5rumikpicyeiwh6rorbfcmuly5pf2lxur3q_a@talk.kik.com,,0,BASIC,0
516,1100255645796_g@groups.kik.com,pexvneibsck6a4smrey4lmhrxzngsmujriydaahm74cc4jtncleq_a@talk.kik.com,,0,BASIC,0
517,1100255645796_g@groups.kik.com,pmaaofxu7d3urvsoo4di7ioo7vvy3k7y2bhwsclybldum3osnieq_a@talk.kik.com,,0,BASIC,0
518,1100255645796_g@groups.kik.com,qagby7nd7ycv2jttsngu6jqb5hpofqgk257paw7sqcqrck4wrzoq_a@talk.kik.com,,0,BASIC,0
519,1100255645796_g@groups.kik.com,qv5ennba56vp42sf3my7tbdfqsz3cw4ygdaflluofbvnpiuipvaq_a@talk.kik.com,,0,BASIC,0
520,1100255645796_g@groups.kik.com,rixcev5o65jb2owvvtobmhmklyon7ltskhu5mc7byr4oggiusigq_a@talk.kik.com,,0,REGULAR_ADMIN,0
521,1100255645796_g@groups.kik.com,sd2o5fqd2ootjkbzjqw3ygjd5czo3dwespftds45pvo5nfsusa3q_a@talk.kik.com,,0,REGULAR_ADMIN,0
522,1100255645796_g@groups.kik.com,6ucvkmc3r5hm4vkjtcs6v5i6khhfp7n2adfdbrqljjieuqrbj2ea_a@talk.kik.com,,1,BASIC,
523,1100255645796_g@groups.kik.com,fralxsz5muozpv64j2u6flidcf37xijtu2sfjf2bnceil3g62qua_a@talk.kik.com,,1,BASIC,
524,1100255645796_g@groups.kik.com,2okk5ywb53o3mplli6pxvp42xbjfhu3v6st53acikhmxhkpvqrua_a@talk.kik.com,,1,BASIC,
525,1100255645796_g@groups.kik.com,7yach5ppztssnvn54457qytcaaygzpj6uuvrhf7ealqpqv2dtb6q_a@talk.kik.com,,1,BASIC,
526,1100257882342_g@groups.kik.com,deadbeastdude12_hgb@talk.kik.com,,0,SUPER_ADMIN,0
527,1100257891508_g@groups.kik.com,ninjaxdragonxslayer_x1t@talk.kik.com,,0,SUPER_ADMIN,0
776,1100257882354_g@groups.kik.com,codexia_loveless_pj3@talk.kik.com,,0,BASIC,0
777,1100257882354_g@groups.kik.com,isavanbodegraven18_0zm@talk.kik.com,,0,BASIC,0
778,1100257882354_g@groups.kik.com,laikaba3_vta@talk.kik.com,,0,BASIC,0
779,1100257882354_g@groups.kik.com,sweetlovergal2_zei@talk.kik.com,,0,BASIC,0
780,1100257882354_g@groups.kik.com,xeness404_rft@talk.kik.com,,0,SUPER_ADMIN,0
781,1100257580576_g@groups.kik.com,ikumimito23_sz2@talk.kik.com,,0,SUPER_ADMIN,0
782,1100257580576_g@groups.kik.com,navi_bot1171_edj@talk.kik.com,,0,REGULAR_ADMIN,0
783,1100257580576_g@groups.kik.com,project_rage160_4fx@talk.kik.com,,0,REGULAR_ADMIN,0
784,1100231678275_g@groups.kik.com,2bwqgzvgcqooy6dua63sepbwau6cfnv3y2ksfhc33wk6ybi6a6ja_a@talk.kik.com,,0,BASIC,0
785,1100231678275_g@groups.kik.com,7lrndauq6jdtxgmu2thw53owvaa7rbai7vwmcgw2ypkscnaelc3a_a@talk.kik.com,,0,BASIC,0
786,1100231678275_g@groups.kik.com,aiw5bacg5oikzz3ibi4lfcq44v5poqa5htk5us4mm6z74yqqboea_a@talk.kik.com,,0,BASIC,0
787,1100231678275_g@groups.kik.com,gniuqxts2fmnb53cfbnnurr76cdbpbhrnsvn3pruji42ssqcwh6a_a@talk.kik.com,,0,REGULAR_ADMIN,0
788,1100231678275_g@groups.kik.com,lo7jfpbzo6bsvk6g2kvqrzn2psckgxjbzkx5kisiaiyrxjiodjga_a@talk.kik.com,,0,SUPER_ADMIN,0
789,1100231678275_g@groups.kik.com,oqyf2bfzgqaqtoncutr4p4ee2cchszwatchhz3cjv7ezpklygbqq_a@talk.kik.com,,0,BASIC,0
790,1100231678275_g@groups.kik.com,xgtptpu7szcosnu66z2jfkwfuisce3vt3xwgivtbsuvkgoqsxrnq_a@talk.kik.com,,0,BASIC,0
791,1100231678275_g@groups.kik.com,zeuzvjeufenuuvbqrf2kihzlrme5y6yjkntaaj7tpotrmq47om5q_a@talk.kik.com,,0,REGULAR_ADMIN,0
792,1100231678275_g@groups.kik.com,zu4xhjtdpjudydhundr5wonhklpwsozhvjbbux6b2jf3p7nxc3xa_a@talk.kik.com,,1,BASIC,
793,1100231678275_g@groups.kik.com,3lxqjkmuvldrskg6xxe3dhfurb6pr7n35amu5i6gkoaoen54l26a_a@talk.kik.com,,1,BASIC,
794,1100231678275_g@groups.kik.com,thuxi5dytf3vmh4ohlpqsdl3ki4xoccuzzqq5n5poz2hn6p5q6ia_a@talk.kik.com,,1,BASIC,
795,1100231678275_g@groups.kik.com,34pmdcsiaurkyywmril47jnwg266wjuhnxemo6o7ps4aqsuxj2da_a@talk.kik.com,,1,BASIC,
796,1100231678275_g@groups.kik.com,ddzq4bj3245tvds6kvao44ijmaqaca55s4fjns3o6hawf6pxibrq_a@talk.kik.com,,1,BASIC,
797,1100231678275_g@groups.kik.com,6jizgt3wp7isa2hd5igjt3ds6yvsygeeisgjxpcrygwzycjqh3wa_a@talk.kik.com,,1,BASIC,
798,1100231678275_g@groups.kik.com,z52qlhscc774qt7fllh3wpkhz4tcwqxzhuraydlksmpd4qzuswia_a@talk.kik.com,,1,BASIC,
799,1100231678275_g@groups.kik.com,l3ecsdugndcnl37wx6breuuitpiyi7tgecesavfu7gfarr5ox4jq_a@talk.kik.com,,1,BASIC,
800,1100231678275_g@groups.kik.com,msfjzrufcuj4qxi3jogeybhxcev5hvr7rzgsn33rke4txbs24zfa_a@talk.kik.com,,1,BASIC,
801,1100231678275_g@groups.kik.com,wc4v5t75kcna37fgjcslfoskelclik6yd2nf2zaaweqmi7suwwia_a@talk.kik.com,,1,BASIC,
802,1100231678275_g@groups.kik.com,ylvikgwtw3juvu75af3n6njcnv5lcucdsyqzedu5mgs76wh6zhjq_a@talk.kik.com,,1,BASIC,
803,1100231678275_g@groups.kik.com,pz5pzaecd3kzogblmnoaprqr7vsomg2fa7qhih3ly2qstzj3s5xa_a@talk.kik.com,,1,BASIC,
804,1100231678275_g@groups.kik.com,umqwmu5i3x3phaeankjxlodoyffklnmbfpc4mo7aujsj3lgatizq_a@talk.kik.com,,1,BASIC,
805,1100231678275_g@groups.kik.com,ozmla7ogl35dsnmrcy7alc5q4b2ermpjovojw5yjsst6and4j4nq_a@talk.kik.com,,1,BASIC,
806,1100231678275_g@groups.kik.com,tnarvt7ks5pqzxph22ost4qkjwcab5rhb6svm7sgzprih7oa6dvq_a@talk.kik.com,,1,BASIC,
807,1100231678275_g@groups.kik.com,pz7qidy6fwxrym2bu352tnqj2y2gji5b5xnimwrewd7sdcobei7q_a@talk.kik.com,,1,BASIC,
808,1100231678275_g@groups.kik.com,ug6mrvnoutuv4ovwbbhbtm7qbl2654q3wrmnztfuper2wklcksea_a@talk.kik.com,,1,BASIC,
809,1100231678275_g@groups.kik.com,e3x3hmvrwpdrmooepvwldrecxcfzrmqnhbs7srv5z4xjv4mdvtrq_a@talk.kik.com,,1,BASIC,
810,1100231678275_g@groups.kik.com,t7obwixmn6rkcxptah2g434h7vz6mufuhbgakdqeqn4g4xbatxka_a@talk.kik.com,,1,BASIC,
811,1100231678275_g@groups.kik.com,pjwnrzsuz3zmujbakh4off23ncgdee53kh6qegojmogk2dse3lma_a@talk.kik.com,,1,BASIC,
812,1100231678275_g@groups.kik.com,fgkw5gj73d6x2xkxas7qwhendrfexq6emv73jokov5kh77shgtra_a@talk.kik.com,,1,BASIC,
813,1100231678275_g@groups.kik.com,t7edsobgcyx34ka7ndild5ewn22yfacl5jzovyrgobdksirlxvga_a@talk.kik.com,,1,BASIC,
814,1100231678275_g@groups.kik.com,phryjd4wlfvcb5j6ibptqr2opwfixjgudkrzphieayt437zfd4da_a@talk.kik.com,,1,BASIC,
815,1100231678275_g@groups.kik.com,3migtxlegxwa3ruhpry3hzl2ex6wbte2vosr2i5262vrrlyrhh5a_a@talk.kik.com,,1,BASIC,
